1706 3.32696177062
1714 1.52613240418
1988 1.57776560789
4816 3.9749787234
11831 3.87547709924
12442 1.04629816421
12443 1.07517495673
15778 1.09026734755
16786 19.3823933975
17764 3.98243196693
62445 0.00446644782866
67717 1.26963141026
68356 2.71471103327
1706 3.32696177062
1714 1.52613240418
1988 1.57776560789
4816 3.9749787234
11831 3.87547709924
12442 1.04629816421
12443 1.07517495673
15778 1.09026734755
16786 19.3823933975
17764 3.98243196693
62445 0.00446644782866
67717 1.26963141026
68356 2.71471103327
71199 2.60642167315
124386 6.13215652764
198854 0.905172413793
198855 0.269570707071
198857 1.72948822096
198859 1.41223832528
198863 5.10433070866
198864 0.0644007155635
198866 3.03548387097
198870 0.13309352518
198876 0.61
198884 2.38319327731
199969 1.46782487839
199970 0.765451664025
199971 0.833658945018
199972 1.01331536815
199973 0.73275862069
199974 0.9904995403
199977 0.680546923555
199980 0.804453441296
199985 2.03361858191
199986 1.46787423103
199987 0.782369146006
199988 6.00217245989
199989 4.95208131655
199990 1.04554924242
199991 1.36759722446
199992 1.58578156537
